Cuenta|Fecha de Operación|Referencia|Descripcion|Cod. Transac|Sucursal|Depósitos|Retiros|Saldo|Movimiento|Descripción Detallada
0004686365|01/07/2013|0000000000|DEPOSITO EN EFECTIVO|000|0357|$600.00|$0.00|$260,136.90|294968|MEXICO
0004686365|01/07/2013|0000000000|DEPOSITO EN EFECTIVO|000|0357|$20,621.60|$0.00|$280,758.50|294969|MEXICO
0004686365|01/07/2013|0000000000|DEPOSITO EN EFECTIVO|000|0357|$1,730.00|$0.00|$282,488.50|294970|MEXICO
0004686365|01/07/2013|0000000000|DEPOSITO EN EFECTIVO|000|0357|$43,352.50|$0.00|$325,841.00|294971|MEXICO
0004686365|01/07/2013|0000000000|DEPOSITO EN EFECTIVO|000|0357|$21,499.70|$0.00|$347,340.70|294972|MEXICO
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0001012|006|4543|$2,141.19|$0.00|$349,481.89|294973|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00017314402 NO.CHEQUE 0001012, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0004134|006|4543|$3,465.77|$0.00|$352,947.66|294974|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00014888963 NO.CHEQUE 0004134, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0003814|006|4543|$5,587.67|$0.00|$358,535.33|294975|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00015628744 NO.CHEQUE 0003814, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0782379|006|4543|$2,002.26|$0.00|$360,537.59|294976|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00015198111 NO.CHEQUE 0782379, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 9918612|006|4543|$7,239.96|$0.00|$367,777.55|294977|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00013178792 NO.CHEQUE 9918612, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 9213188|006|4543|$17,029.76|$0.00|$384,807.31|294978|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00013114328 NO.CHEQUE 9213188, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000144|006|4543|$1,223.15|$0.00|$386,030.46|294979|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00103076163 NO.CHEQUE 0000144, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0824987|006|4543|$1,001.15|$0.00|$387,031.61|294980|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00016397762 NO.CHEQUE 0824987, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000184|006|4543|$698.54|$0.00|$387,730.15|294981|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 50016694424 NO.CHEQUE 0000184, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000147|006|4543|$3,454.23|$0.00|$391,184.38|294982|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 143 CTA. 00000394696 NO.CHEQUE 0000147, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0007266|006|4543|$404.43|$0.00|$391,588.81|294983|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00104417356 NO.CHEQUE 0007266, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0001245|006|4543|$44,914.93|$0.00|$436,503.74|294984|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00015412377 NO.CHEQUE 0001245, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000621|006|4543|$1,617.72|$0.00|$438,121.46|294985|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00101908251 NO.CHEQUE 0000621, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0392428|006|4543|$1,485.12|$0.00|$439,606.58|294986|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00014163195 NO.CHEQUE 0392428, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0004794|006|4543|$4,488.51|$0.00|$444,095.09|294987|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00012378542 NO.CHEQUE 0004794, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 9918537|006|4543|$8,609.01|$0.00|$452,704.10|294988|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00013178806 NO.CHEQUE 9918537, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 8755276|006|4543|$775.71|$0.00|$453,479.81|294989|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00011009128 NO.CHEQUE 8755276, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0001884|006|4543|$3,000.00|$0.00|$456,479.81|294990|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 12942820010 NO.CHEQUE 0001884, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000156|006|4543|$500.00|$0.00|$456,979.81|294991|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00105843413 NO.CHEQUE 0000156, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0001697|006|4543|$1,863.00|$0.00|$458,842.81|294992|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00101461257 NO.CHEQUE 0001697, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 9944208|006|4543|$500.00|$0.00|$459,342.81|294993|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00013218433 NO.CHEQUE 9944208, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000362|006|4543|$4,700.00|$0.00|$464,042.81|294994|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00016227263 NO.CHEQUE 0000362, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000834|006|4543|$1,595.00|$0.00|$465,637.81|294995|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 40125732986 NO.CHEQUE 0000834, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000098|006|4543|$1,000.00|$0.00|$466,637.81|294996|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 030 CTA. 77673790201 NO.CHEQUE 0000098, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000013|006|4543|$10,110.00|$0.00|$476,747.81|294997|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 08001251676 NO.CHEQUE 0000013, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000737|006|4543|$1,000.00|$0.00|$477,747.81|294998|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00103738485 NO.CHEQUE 0000737, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000072|006|4543|$663.00|$0.00|$478,410.81|294999|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 030 CTA. 78468350201 NO.CHEQUE 0000072, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000900|006|4543|$1,459.00|$0.00|$479,869.81|295000|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00106466745 NO.CHEQUE 0000900, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000213|006|4543|$300.00|$0.00|$480,169.81|295001|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00104059298 NO.CHEQUE 0000213, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0003236|006|4543|$842.00|$0.00|$481,011.81|295002|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00104435001 NO.CHEQUE 0003236, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000066|006|4543|$994.50|$0.00|$482,006.31|295003|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00104228839 NO.CHEQUE 0000066, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0010340|006|4543|$4,000.00|$0.00|$486,006.31|295004|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00107893132 NO.CHEQUE 0010340, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0001492|006|4543|$3,116.10|$0.00|$489,122.41|295005|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 50006969335 NO.CHEQUE 0001492, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0001491|006|4543|$3,182.40|$0.00|$492,304.81|295006|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 50006969335 NO.CHEQUE 0001491, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0000327|006|4543|$1,989.00|$0.00|$494,293.81|295007|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00102529022 NO.CHEQUE 0000327, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0001339|006|4543|$1,326.00|$0.00|$495,619.81|295008|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00014184559 NO.CHEQUE 0001339, REFERENCIA:
0004686365|01/07/2013|0000000000|DEP. REMOTO CH. SBC 0003813|006|4543|$4,179.50|$0.00|$499,799.31|295009|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00015628744 NO.CHEQUE 0003813, REFERENCIA:
0004686365|01/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$1,000.00|$0.00|$500,799.31|295010|TOTAL DE          1 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000128062013
0004686365|01/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$1,800.00|$0.00|$502,599.31|295011|TOTAL DE          1 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000728062013
0004686365|01/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$18,711.99|$0.00|$521,311.30|295012|TOTAL DE          2 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000328062013
0004686365|01/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$21,877.43|$0.00|$543,188.73|295013|TOTAL DE          4 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000228062013
0004686365|01/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$600.00|$0.00|$543,788.73|295014|TOTAL DE          1 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000729062013
0004686365|01/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$2,167.00|$0.00|$545,955.73|295015|TOTAL DE          1 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000729062013
0004686365|01/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$6,221.14|$0.00|$552,176.87|295016|TOTAL DE          2 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000229062013
0004686365|01/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$12,092.99|$0.00|$564,269.86|295017|TOTAL DE          3 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000129062013
0004686365|01/07/2013|0000000000|DEPOSITO DE CUENTA PROPIA|262|8846|$1,215,000.00|$0.00|$1,779,269.86|295018|DE LA CUENTA 0515492550, Traspaso Tpv a Concentr
0004686365|01/07/2013|0000000000|DEPOSITO DE CUENTA PROPIA|262|8846|$30,000.00|$0.00|$1,809,269.86|295019|DE LA CUENTA 0526140549, Traspaso Ref a Concentr
0004686365|01/07/2013|0000000000|DEPOSITO DE CUENTA PROPIA|262|8846|$300,000.00|$0.00|$2,109,269.86|295020|DE LA CUENTA 0662334059, Traspaso Est Carb a Conc
0004686365|01/07/2013|0000000000|TRASPASO A CUENTA PROPIA|790|8846|$0.00|$200,000.00|$1,909,269.86|295021|IVA:00000000.00    , A LA CUENTA 0559478361, Traspaso Presupuesto Prov AL R.F.C. GME540707CD1
0004686365|01/07/2013|0000000000|BNET01001307010000075956|003|5663|$107,500.60|$0.00|$2,016,770.46|295022|SPEI RECIBIDO DEL BANCO 0012, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 012180001543555987   CON RFC GME540707 CD1, CONCEPTO: TRASPASO BANCOMER A BANORTE CONCENTRADOR
0004686365|01/07/2013|0000000000|BNET01001307010000076689|003|5663|$207,222.71|$0.00|$2,223,993.17|295023|SPEI RECIBIDO DEL BANCO 0012, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 012180001543555987   CON RFC GME540707 CD1, CONCEPTO: TRASPASO BANCOMER A BANORTE CONCENTRADOR
0004686365|01/07/2013|0000000000|CHQ.LOC.000363|006|0004|$1,021.00|$0.00|$2,225,014.17|295024|BCO :0036 CTA. 0050000475977 NO.CHEQUE 0000000363
0004686365|01/07/2013|0000000000|DEPOSITO CHQ.BANORTE 0004869|080|0004|$1,100.58|$0.00|$2,226,114.75|295025|DEPOSITO DE LA CUENTA : 0534915984
0004686365|01/07/2013|0000000000|DEPOSITO CHQ.BANORTE 0000692|080|0004|$6,835.53|$0.00|$2,232,950.28|295026|DEPOSITO DE LA CUENTA : 0632941656
0004686365|01/07/2013|0000000000|CHQ.LOC.001440|006|0004|$1,359.15|$0.00|$2,234,309.43|295027|BCO :0036 CTA. 0040124481432 NO.CHEQUE 0000001440
0004686365|01/07/2013|0000000000|DEP. C/CHEQ IXE|003|0004|$603.33|$0.00|$2,234,912.76|295028| 
0004686365|01/07/2013|0000000000|DEP. C/CHEQ IXE|003|0004|$1,001.00|$0.00|$2,235,913.76|295029| 
0004686365|01/07/2013|0000000000|TR004 9623661|003|5663|$63,789.95|$0.00|$2,299,703.71|295030|SPEI RECIBIDO DEL BANCO 0014, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 014180655015916550   CON RFC GME540707CD1, CONCEPTO: TRASPASO METROPOLITANO SANTANDER 280613
0004686365|01/07/2013|0000000000|TR004 9623691|003|5663|$51,579.23|$0.00|$2,351,282.94|295031|SPEI RECIBIDO DEL BANCO 0014, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 014180655015916550   CON RFC GME540707CD1, CONCEPTO: TRASPASO METROPOLITANO SANTANDER 290613
0004686365|01/07/2013|0000000000|CARGO DCTO. CARTERA 0040266148|503|5914|$0.00|$9,496.84|$2,341,786.10|295032| 
0004686365|01/07/2013|0000000000|CARGO DCTO. CARTERA 0040266148|503|5914|$0.00|$263,183.31|$2,078,602.79|295033| 
0004686365|01/07/2013|0000000000|INVERSION MDD|591|8100|$0.00|$1,900,000.00|$178,602.79|295034|CTO 0098937331 01/07
0004686365|01/07/2013|0001072013|DEPOSITO DE CUENTA PROPIA|262|8846|$3,882,592.37|$0.00|$4,061,195.16|295035|DE LA CUENTA 0576071086, TRASPASO PRESUPUESTO PROV
0004686365|01/07/2013|0000000000|085901295230318236|003|5663|$146,987.21|$0.00|$4,208,182.37|295036|SPEI RECIBIDO DEL BANCO 0002, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 002180020842869349   CON RFC  GME540707CD1, CONCEPTO: DEP ELECT DEL DIA TRASP BTE CONCENTRADOR
0004686365|01/07/2013|0000000000|HSBC050886|003|5663|$256,685.11|$0.00|$4,464,867.48|295037|SPEI RECIBIDO DEL BANCO 0021, DEL CLIENTE GAS METROPOLITANO  S A  DE C V, DE LA CLABE 021180040293499743   CON RFC 0GME540707CD1, CONCEPTO: TRASPASO DE LA CTA 974 DE HSBC DEPOSITOS
0004686365|02/07/2013|0000000000|VENC. CAP. MDD|092|8100|$1,900,000.00|$0.00|$6,364,867.48|295038|CONTRATO 0098937331 FOLIO 28783052 02/07
0004686365|02/07/2013|0000000000|INTERES MDD|093|8100|$91.31|$0.00|$6,364,958.79|295039|CONTRATO 0098937331 FOLIO 28783052 02/07
0004686365|02/07/2013|0000000000|Impuesto Sobre la Renta|592|8100|$0.00|$31.23|$6,364,927.56|295040|CONTRATO 0098937331 FOLIO 28783052 02/07
0004686365|02/07/2013|0000000000|DEV.CHEQUE LOCAL 0000000098|506|8068|$0.00|$1,000.00|$6,363,927.56|295041|FONDOS INSUFICIENTES
0004686365|02/07/2013|0000000000|DEV.CHEQUE LOCAL 0000000327|506|8068|$0.00|$1,989.00|$6,361,938.56|295042|FONDOS INSUFICIENTES
0004686365|02/07/2013|0000000000|INVERSION MDD|591|8100|$0.00|$4,000,000.00|$2,361,938.56|295043|CTO 0098937331 02/07
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0001354|006|4543|$1,922.57|$0.00|$2,363,861.13|295044|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00016833244 NO.CHEQUE 0001354, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 9732772|006|4543|$3,003.66|$0.00|$2,366,864.79|295045|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00010305815 NO.CHEQUE 9732772, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0003870|006|4543|$1,405.56|$0.00|$2,368,270.35|295046|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00107758960 NO.CHEQUE 0003870, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 9575122|006|4543|$1,093.95|$0.00|$2,369,364.30|295047|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00013369490 NO.CHEQUE 9575122, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0003749|006|4543|$1,704.95|$0.00|$2,371,069.25|295048|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00107580037 NO.CHEQUE 0003749, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0001404|006|4543|$600.00|$0.00|$2,371,669.25|295049|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00101032828 NO.CHEQUE 0001404, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0000222|006|4543|$659.00|$0.00|$2,372,328.25|295050|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 40123783656 NO.CHEQUE 0000222, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0000020|006|4543|$1,000.00|$0.00|$2,373,328.25|295051|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 50014010362 NO.CHEQUE 0000020, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0000243|006|4543|$600.00|$0.00|$2,373,928.25|295052|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 40130539060 NO.CHEQUE 0000243, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0000379|006|4543|$600.00|$0.00|$2,374,528.25|295053|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00101971824 NO.CHEQUE 0000379, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0001810|006|4543|$663.00|$0.00|$2,375,191.25|295054|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00106763111 NO.CHEQUE 0001810, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0000035|006|4543|$1,500.00|$0.00|$2,376,691.25|295055|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00107089082 NO.CHEQUE 0000035, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0000719|006|4543|$1,600.00|$0.00|$2,378,291.25|295056|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00106111866 NO.CHEQUE 0000719, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0000343|006|4543|$700.00|$0.00|$2,378,991.25|295057|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 019 CTA. 00816012830 NO.CHEQUE 0000343, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0000257|006|4543|$333.00|$0.00|$2,379,324.25|295058|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 40124287296 NO.CHEQUE 0000257, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0000683|006|4543|$1,500.00|$0.00|$2,380,824.25|295059|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 40127431711 NO.CHEQUE 0000683, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0002870|006|4543|$1,000.00|$0.00|$2,381,824.25|295060|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00104776623 NO.CHEQUE 0002870, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 9522538|006|4543|$1,000.00|$0.00|$2,382,824.25|295061|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00011077557 NO.CHEQUE 9522538, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0000330|006|4543|$2,980.00|$0.00|$2,385,804.25|295062|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00103947807 NO.CHEQUE 0000330, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0000027|006|4543|$5,335.00|$0.00|$2,391,139.25|295063|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00016123751 NO.CHEQUE 0000027, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0003859|006|4543|$1,392.30|$0.00|$2,392,531.55|295064|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00107758960 NO.CHEQUE 0003859, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0000029|006|4543|$1,472.00|$0.00|$2,394,003.55|295065|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00102296671 NO.CHEQUE 0000029, REFERENCIA:
0004686365|02/07/2013|0000000000|DEP. REMOTO CH. SBC 0000055|006|4543|$10,116.00|$0.00|$2,404,119.55|295066|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00102950053 NO.CHEQUE 0000055, REFERENCIA:
0004686365|02/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$2,600.00|$0.00|$2,406,719.55|295067|TOTAL DE          3 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000101072013
0004686365|02/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$147,690.06|$0.00|$2,554,409.61|295068|TOTAL DE          8 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000201072013
0004686365|02/07/2013|0000000000|DEV.CHEQUE LOCAL 0000000184|506|8068|$0.00|$698.54|$2,553,711.07|295069|FONDOS INSUFICIENTES
0004686365|02/07/2013|0000000000|DEP. C/CHEQ IXE      0000048|003|0004|$419.58|$0.00|$2,554,130.65|295070| 
0004686365|02/07/2013|0000000000|CHQ.LOC.000191|006|0004|$1,000.00|$0.00|$2,555,130.65|295071|BCO :0044 CTA. 0000106638074 NO.CHEQUE 0000000191
0004686365|02/07/2013|0000000000|085900774670318335|003|5663|$26,243.41|$0.00|$2,581,374.06|295072|SPEI RECIBIDO DEL BANCO 0002, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 002180020842869349   CON RFC  GME540707CD1, CONCEPTO: DEP ELECT DEL DIA TRASP BTE CONCENTRADOR
0004686365|02/07/2013|0000000000|DEPOSITO EN EFECTIVO|000|0357|$4,827.70|$0.00|$2,586,201.76|295073|MEXICO
0004686365|02/07/2013|0000000000|TR004 9779800|003|5663|$54,333.90|$0.00|$2,640,535.66|295074|SPEI RECIBIDO DEL BANCO 0014, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 014180655015916550   CON RFC GME540707CD1, CONCEPTO: TRASPASO METROPOLITANO SANTANDER 010713
0004686365|02/07/2013|0002072013|TRASPASO A CUENTA PROPIA|790|8846|$0.00|$1,646,049.51|$994,486.15|295075|IVA:00000000.00    , A LA CUENTA 0580295526, TRASPASO RECOLECTORA METRO AL R.F.C. GME540707CD1
