Cuenta|Fecha de Operación|Referencia|Descripcion|Cod. Transac|Sucursal|Depósitos|Retiros|Saldo|Movimiento|Descripción Detallada
0004686365|15/07/2013|0000000000|HSBC049273|003|5663|$218,740.52|$0.00|$1,598,997.60|295495|SPEI RECIBIDO DEL BANCO 0021, DEL CLIENTE GAS METROPOLITANO  S A  DE C V, DE LA CLABE 021180040293499743   CON RFC 0GME540707CD1, CONCEPTO: TRASPASO DEPOSITO DEL DIA HSBC CTA 9974
0004686365|15/07/2013|0000150713|DEPOSITO DE CUENTA PROPIA|262|8846|$490,000.00|$0.00|$2,088,997.60|295496|DE LA CUENTA 0662334059, TRASPASO EST CARB A CONCENTRAD
0004686365|15/07/2013|0000150713|DEPOSITO DE CUENTA PROPIA|262|8846|$35,000.00|$0.00|$2,123,997.60|295497|DE LA CUENTA 0526140549, TRASPASO REF A CONCENTRADORA
0004686365|15/07/2013|0000000000|TRASPASO A CUENTA PROPIA|790|8846|$0.00|$1,822,980.47|$301,017.13|295498|IVA:00000000.00    , A LA CUENTA 0580295526, Traspaso Recolectora Metropoli AL R.F.C. GME540707CD1
0004686365|16/07/2013|0000000000|VENC. CAP. MDD|092|8100|$4,000,000.00|$0.00|$4,301,017.13|295499|CONTRATO 0098937331 FOLIO 28883531 16/07
0004686365|16/07/2013|0000000000|INTERES MDD|093|8100|$2,722.22|$0.00|$4,303,739.35|295500|CONTRATO 0098937331 FOLIO 28883531 16/07
0004686365|16/07/2013|0000000000|Impuesto Sobre la Renta|592|8100|$0.00|$460.27|$4,303,279.08|295501|CONTRATO 0098937331 FOLIO 28883531 16/07
0004686365|16/07/2013|0000000000|DEV.CHEQUE LOCAL 0000002069|506|8068|$0.00|$2,010.00|$4,301,269.08|295502|FONDOS INSUFICIENTES
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0001375|006|4543|$1,922.57|$0.00|$4,303,191.65|295503|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00016833244 NO.CHEQUE 0001375, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000163|006|4543|$3,469.86|$0.00|$4,306,661.51|295504|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 143 CTA. 00000394696 NO.CHEQUE 0000163, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0001394|006|4543|$2,525.86|$0.00|$4,309,187.37|295505|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00016833244 NO.CHEQUE 0001394, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0001077|006|4543|$2,719.66|$0.00|$4,311,907.03|295506|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00017314402 NO.CHEQUE 0001077, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0004205|006|4543|$4,173.16|$0.00|$4,316,080.19|295507|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00014888963 NO.CHEQUE 0004205, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000657|006|4543|$4,568.76|$0.00|$4,320,648.95|295508|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00017123593 NO.CHEQUE 0000657, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0003898|006|4543|$4,657.66|$0.00|$4,325,306.61|295509|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00015628744 NO.CHEQUE 0003898, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0004167|006|4543|$3,825.85|$0.00|$4,329,132.46|295510|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00014888963 NO.CHEQUE 0004167, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000314|006|4543|$3,656.34|$0.00|$4,332,788.80|295511|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00101571520 NO.CHEQUE 0000314, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000040|006|4543|$925.74|$0.00|$4,333,714.54|295512|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00017179556 NO.CHEQUE 0000040, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0001048|006|4543|$2,301.94|$0.00|$4,336,016.48|295513|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00017314402 NO.CHEQUE 0001048, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0002713|006|4543|$879.12|$0.00|$4,336,895.60|295514|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00107546351 NO.CHEQUE 0002713, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000382|006|4543|$700.00|$0.00|$4,337,595.60|295515|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00101971824 NO.CHEQUE 0000382, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000293|006|4543|$700.00|$0.00|$4,338,295.60|295516|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 50000673582 NO.CHEQUE 0000293, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 8953463|006|4543|$274.00|$0.00|$4,338,569.60|295517|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00011244356 NO.CHEQUE 8953463, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 9653843|006|4543|$1,300.00|$0.00|$4,339,869.60|295518|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00010201033 NO.CHEQUE 9653843, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0824890|006|4543|$1,498.50|$0.00|$4,341,368.10|295519|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00016397673 NO.CHEQUE 0824890, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000260|006|4543|$366.30|$0.00|$4,341,734.40|295520|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 40124287296 NO.CHEQUE 0000260, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000219|006|4543|$1,000.00|$0.00|$4,342,734.40|295521|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 50012740293 NO.CHEQUE 0000219, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000459|006|4543|$1,132.20|$0.00|$4,343,866.60|295522|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 40123712074 NO.CHEQUE 0000459, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000125|006|4543|$1,198.80|$0.00|$4,345,065.40|295523|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 40130419293 NO.CHEQUE 0000125, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000357|006|4543|$2,417.00|$0.00|$4,347,482.40|295524|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 50011463948 NO.CHEQUE 0000357, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0001520|006|4543|$3,447.60|$0.00|$4,350,930.00|295525|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 50006969335 NO.CHEQUE 0001520, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0001519|006|4543|$3,447.60|$0.00|$4,354,377.60|295526|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 50006969335 NO.CHEQUE 0001519, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0001895|006|4543|$8,638.00|$0.00|$4,363,015.60|295527|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 12942820010 NO.CHEQUE 0001895, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000197|006|4543|$499.50|$0.00|$4,363,515.10|295528|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00101513977 NO.CHEQUE 0000197, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000753|006|4543|$999.00|$0.00|$4,364,514.10|295529|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00104842057 NO.CHEQUE 0000753, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0002884|006|4543|$1,000.00|$0.00|$4,365,514.10|295530|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00104776623 NO.CHEQUE 0002884, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000440|006|4543|$1,445.00|$0.00|$4,366,959.10|295531|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00104576012 NO.CHEQUE 0000440, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0000140|006|4543|$1,479.00|$0.00|$4,368,438.10|295532|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00102190974 NO.CHEQUE 0000140, REFERENCIA:
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 0001056|006|4543|$3,978.00|$0.00|$4,372,416.10|295533|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00104895169 NO.CHEQUE 0001056, REFERENCIA:
0004686365|16/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$9,339.41|$0.00|$4,381,755.51|295534|TOTAL DE          3 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000316032013
0004686365|16/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$18,469.62|$0.00|$4,400,225.13|295535|TOTAL DE          4 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000215072013
0004686365|16/07/2013|0000000000|CHQ.LOC.000136|006|0004|$2,537.46|$0.00|$4,402,762.59|295536|BCO :0036 CTA. 0050016598607 NO.CHEQUE 0000000136
0004686365|16/07/2013|0000000000|085900881540319735|003|5663|$43,521.54|$0.00|$4,446,284.13|295537|SPEI RECIBIDO DEL BANCO 0002, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 002180020842869349   CON RFC  GME540707CD1, CONCEPTO: DEP ELECT DEL DIA TRASP BTE CONCENTRADOR
0004686365|16/07/2013|0000000000|INVERSION MDD|591|8100|$0.00|$4,000,000.00|$446,284.13|295538|CTO 0098937331 16/07
0004686365|16/07/2013|0000000000|DEPOSITO DE CUENTA PROPIA|262|8846|$525,000.00|$0.00|$971,284.13|295539|DE LA CUENTA 0515492550, Traspaso Tpv a Concentr
0004686365|16/07/2013|0000000000|DEPOSITO DE CUENTA PROPIA|262|8846|$45,000.00|$0.00|$1,016,284.13|295540|DE LA CUENTA 0526140549, Traspaso Ref a Concentr
0004686365|16/07/2013|0000000000|DEPOSITO DE CUENTA PROPIA|262|8846|$170,000.00|$0.00|$1,186,284.13|295541|DE LA CUENTA 0662334059, Traspaso Est Carb a Conc
0004686365|16/07/2013|0000000000|TRASPASO A CUENTA PROPIA|790|8846|$0.00|$200,000.00|$986,284.13|295542|IVA:00000000.00    , A LA CUENTA 0559478361, Traspaso Presupuesto Prov AL R.F.C. GME540707CD1
0004686365|16/07/2013|0000000000|DEPOSITO EN EFECTIVO|000|0357|$20,052.50|$0.00|$1,006,336.63|295543|MEXICO
0004686365|16/07/2013|0000000000|DEPOSITO EN EFECTIVO|000|0357|$20,216.30|$0.00|$1,026,552.93|295544|MEXICO
0004686365|16/07/2013|0000000000|BNET01001307160000076891|003|5663|$118,262.33|$0.00|$1,144,815.26|295545|SPEI RECIBIDO DEL BANCO 0012, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 012180001543555987   CON RFC GME540707 CD1, CONCEPTO: TRASPASO BANCOMER A BANORTE CONCENTRADOR
0004686365|16/07/2013|0000000000|BNET01001307160000078503|003|5663|$165,000.00|$0.00|$1,309,815.26|295546|SPEI RECIBIDO DEL BANCO 0012, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 012180001100072777   CON RFC GME540707 CD1, CONCEPTO: TRASPASO BANCOMER A BANORTE CONCENTRADOR
0004686365|16/07/2013|0016072013|DEPOSITO DE CUENTA DE TERCEROS|263|8846|$2,240,419.77|$0.00|$3,550,235.03|295547|DE LA CUENTA 0641016659, PAGO FACTURAS VARIAS
0004686365|16/07/2013|0000000000|3573876543|003|5663|$460,000.00|$0.00|$4,010,235.03|295548|SPEI RECIBIDO DEL BANCO 0044, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 044180001005708509   CON RFC RFC NO DISPONIBLE, CONCEPTO: TRASPASO CONCENTRADORA BANORTE
0004686365|16/07/2013|0000000000|TR004 9822449|003|5663|$122,000.00|$0.00|$4,132,235.03|295549|SPEI RECIBIDO DEL BANCO 0014, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 014180655019944968   CON RFC GME540707CD1, CONCEPTO: TRASPASO METROPOLITANO SANTANDER REFEREN
0004686365|16/07/2013|0000000000|TR004 9822438|003|5663|$37,426.30|$0.00|$4,169,661.33|295550|SPEI RECIBIDO DEL BANCO 0014, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 014180655015916550   CON RFC GME540707CD1, CONCEPTO: TRASPASO METROPOLITANO SANTANDER 150713
0004686365|16/07/2013|0000000000|DEP. REMOTO CH. SBC 6776221|006|4543|$26,127.82|$0.00|$4,195,789.15|295551|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 021 CTA. 04029349974 NO.CHEQUE 6776221, REFERENCIA:
0004686365|16/07/2013|0000000000|TRASPASO A CUENTA PROPIA|790|8846|$0.00|$1,506,393.88|$2,689,395.27|295552|IVA:00000000.00    , A LA CUENTA 0580295526, Traspaso Recolectora Metropoli AL R.F.C. GME540707CD1
0004686365|16/07/2013|0000160713|TRASPASO A CUENTA PROPIA|790|8846|$0.00|$750,000.00|$1,939,395.27|295553|IVA:00000000.00    , A LA CUENTA 0559478361, TRASPASO PRESUPUESTO PROVEEDOR AL R.F.C. GME540707CD1
0004686365|17/07/2013|0000000000|3573177331|003|5663|$100,000.00|$0.00|$2,039,395.27|295554|SPEI RECIBIDO DEL BANCO 0044, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 044180001005708509   CON RFC RFC NO DISPONIBLE, CONCEPTO: TRASPASO CONCENTRADORA BANORTE
0004686365|17/07/2013|0000000000|HSBC008832|003|5663|$223,000.00|$0.00|$2,262,395.27|295555|SPEI RECIBIDO DEL BANCO 0021, DEL CLIENTE GAS METROPOLITANO  S A  DE C V, DE LA CLABE 021180040270312102   CON RFC 0GME540707CD1, CONCEPTO: TRASPASO DE REFERENCIADA HSBC A CONCENTR
0004686365|17/07/2013|0000000000|BNET01001307170000031397|003|5663|$58,094.08|$0.00|$2,320,489.35|295556|SPEI RECIBIDO DEL BANCO 0012, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 012180001543555987   CON RFC GME540707 CD1, CONCEPTO: TRASPASO BANCOMER A BANORTE CONCENTRADOR
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0000253|006|4543|$4,389.06|$0.00|$2,324,878.41|295557|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 036 CTA. 11548910015 NO.CHEQUE 0000253, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0004016|006|4543|$1,405.56|$0.00|$2,326,283.97|295558|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00107758960 NO.CHEQUE 0004016, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0004199|006|4543|$11,165.04|$0.00|$2,337,449.01|295559|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00101718142 NO.CHEQUE 0004199, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 8616102|006|4543|$3,036.54|$0.00|$2,340,485.55|295560|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00012183997 NO.CHEQUE 8616102, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 9892566|006|4543|$1,664.13|$0.00|$2,342,149.68|295561|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00011936185 NO.CHEQUE 9892566, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0000791|006|4543|$1,811.52|$0.00|$2,343,961.20|295562|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00106001416 NO.CHEQUE 0000791, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0000212|006|4543|$5,974.02|$0.00|$2,349,935.22|295563|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00102027902 NO.CHEQUE 0000212, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 4140388|006|4543|$712.62|$0.00|$2,350,647.84|295564|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00012038768 NO.CHEQUE 4140388, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0359003|006|4543|$145.00|$0.00|$2,350,792.84|295565|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00014038102 NO.CHEQUE 0359003, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0000176|006|4543|$499.50|$0.00|$2,351,292.34|295566|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00104680693 NO.CHEQUE 0000176, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0742067|006|4543|$646.00|$0.00|$2,351,938.34|295567|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00015098729 NO.CHEQUE 0742067, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0000642|006|4543|$1,238.00|$0.00|$2,353,176.34|295568|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 019 CTA. 00166000426 NO.CHEQUE 0000642, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 8990964|006|4543|$1,000.00|$0.00|$2,354,176.34|295569|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00010348964 NO.CHEQUE 8990964, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0506886|006|4543|$2,598.00|$0.00|$2,356,774.34|295570|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00014459108 NO.CHEQUE 0506886, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 9486713|006|4543|$9,024.30|$0.00|$2,365,798.64|295571|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00011415398 NO.CHEQUE 9486713, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0003025|006|4543|$999.00|$0.00|$2,366,797.64|295572|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00100481882 NO.CHEQUE 0003025, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0000313|006|4543|$1,000.00|$0.00|$2,367,797.64|295573|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00102568020 NO.CHEQUE 0000313, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0000860|006|4543|$1,412.00|$0.00|$2,369,209.64|295574|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00104005252 NO.CHEQUE 0000860, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0000035|006|4543|$1,500.00|$0.00|$2,370,709.64|295575|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 044 CTA. 00103123601 NO.CHEQUE 0000035, REFERENCIA:
0004686365|17/07/2013|0000000000|DEP. REMOTO CH. SBC 0708463|006|4543|$6,959.70|$0.00|$2,377,669.34|295576|CHEQUE RECIBIDO SBC POR SERVICIO DE DEPOSITOS REMOTOS, BCO. 032 CTA. 00014989190 NO.CHEQUE 0708463, REFERENCIA:
0004686365|17/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$600.00|$0.00|$2,378,269.34|295577|TOTAL DE          1 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000007160713
0004686365|17/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$1,000.00|$0.00|$2,379,269.34|295578|TOTAL DE          1 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000003160713
0004686365|17/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$1,512.00|$0.00|$2,380,781.34|295579|TOTAL DE          1 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000002160713
0004686365|17/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$2,265.00|$0.00|$2,383,046.34|295580|TOTAL DE          2 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000003160713
0004686365|17/07/2013|0000000000|DEPOSITO REMOTO CHQS.BANORTE|080|4543|$19,519.84|$0.00|$2,402,566.18|295581|TOTAL DE          3 CHEQUES BANORTE RECIBIDOS, POR SERVICIO DE DEPOSITOS REMOTOS., REFERENCIA: 000000001160713
0004686365|17/07/2013|0000000000|DEV.CHEQUE LOCAL 0000000219|506|8068|$0.00|$1,000.00|$2,401,566.18|295582|FONDOS INSUFICIENTES
0004686365|17/07/2013|0000000000|TR004 9022268|003|5663|$10,622.68|$0.00|$2,412,188.86|295583|SPEI RECIBIDO DEL BANCO 0014, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 014180655015916550   CON RFC GME540707CD1, CONCEPTO: TRASPASO METROPOLITANO SANTANDER 160713
0004686365|17/07/2013|0000000000|TR004 9022272|003|5663|$240,994.99|$0.00|$2,653,183.85|295584|SPEI RECIBIDO DEL BANCO 0014, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 014180655015916550   CON RFC GME540707CD1, CONCEPTO: TRASPASO METROPOLITANO SANTANDER CLIENTE
0004686365|17/07/2013|0000000000|TR004 9022271|003|5663|$51,482.98|$0.00|$2,704,666.83|295585|SPEI RECIBIDO DEL BANCO 0014, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 014180655015916550   CON RFC GME540707CD1, CONCEPTO: TRASPASO METROPOLITANO SANTANDER MINE
0004686365|17/07/2013|0000000000|DEPOSITO CHQ.BANORTE 0000039|080|0004|$500.00|$0.00|$2,705,166.83|295586|DEPOSITO DE LA CUENTA : 0840703912
0004686365|17/07/2013|0000000000|CHQ.LOC.043796|006|0004|$154,097.78|$0.00|$2,859,264.61|295587|BCO :0044 CTA. 0000104965302 NO.CHEQUE 0000043796
0004686365|17/07/2013|0000000000|HSBC012247|003|5663|$890,000.00|$0.00|$3,749,264.61|295588|SPEI RECIBIDO DEL BANCO 0021, DEL CLIENTE GAS METROPOLITANO  S A  DE C V, DE LA CLABE 021180040195032347   CON RFC 0GME540707CD1, CONCEPTO: TRASPASO DE CTA 3234 HSBC A CONCENTRADOR
0004686365|17/07/2013|0000000000|BNET01001307170000043137|003|5663|$192,367.08|$0.00|$3,941,631.69|295589|SPEI RECIBIDO DEL BANCO 0012, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 012180001543555987   CON RFC GME540707 CD1, CONCEPTO: TRASPASO BBVA A BNTE CONCENTRADORA MINE
0004686365|17/07/2013|0000000000|BNET01001307170000044061|003|5663|$61,329.97|$0.00|$4,002,961.66|295590|SPEI RECIBIDO DEL BANCO 0012, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 012180001543555987   CON RFC GME540707 CD1, CONCEPTO: TRASPASO A BNTE CONCENTRADORA CLIENTES
0004686365|17/07/2013|0000000000|HSBC013526|003|5663|$66,315.66|$0.00|$4,069,277.32|295591|SPEI RECIBIDO DEL BANCO 0021, DEL CLIENTE GAS METROPOLITANO  S A  DE C V, DE LA CLABE 021180040293499743   CON RFC 0GME540707CD1, CONCEPTO: TRASPASO DEPOSITO DIA CTA 9974 HSBC A CO
0004686365|17/07/2013|0000000000|085900861960319834|003|5663|$251,748.76|$0.00|$4,321,026.08|295592|SPEI RECIBIDO DEL BANCO 0002, DEL CLIENTE GAS METROPOLITANO SA DE CV, DE LA CLABE 002180020842869349   CON RFC  GME540707CD1, CONCEPTO: TRASP DEP CAJA 4 Y MINE HIDRO
0004686365|17/07/2013|0000000000|DEPOSITO DE CUENTA PROPIA|262|8846|$410,000.00|$0.00|$4,731,026.08|295593|DE LA CUENTA 0515492550, Traspaso Tpv a Concentr
0004686365|17/07/2013|0000000000|DEPOSITO DE CUENTA PROPIA|262|8846|$35,000.00|$0.00|$4,766,026.08|295594|DE LA CUENTA 0526140549, Traspaso Ref a Concentr
0004686365|17/07/2013|0000000000|DEPOSITO DE CUENTA PROPIA|262|8846|$200,000.00|$0.00|$4,966,026.08|295595|DE LA CUENTA 0662334059, Traspaso Est Carb a Conc
